ds,ts,ts_log,first_diff,ts_log_ma,ts_ma,ts_log_diff,ts_ma_diff,ts_log_ma_diff,ts_log_ewma,ts_log_ewma_diff,seasonal_first_diff,trend,seasonal,residual
2006-11-10,59.96,4.093677673234397,1.4100000000000037,4.084972633131582,59.45142857142857,0.023796583190670795,0.5085714285714289,0.008705040102814365,4.16038203177723,-0.0667043585428333,5.249999999999993,-0.17230769230769233,0.060837665021631376,1.5214700272860646
2006-11-17,57.56,4.052827882019167,-2.3999999999999986,4.074495734199312,58.82571428571429,-0.040849791215229914,-1.2657142857142887,-0.021667852180144997,4.150242220644829,-0.09741433862566229,-2.729999999999997,-0.14480769230769222,-0.7122639833300187,-1.5429283243622876
2006-11-24,57.24,4.0472529546882505,-0.3200000000000003,4.068317033035324,58.464285714285715,-0.005574927330916246,-1.2242857142857133,-0.02106407834707369,4.140532770030293,-0.09327981534204266,1.7899999999999991,-0.10499999999999982,-0.48690958772562243,0.27190958772562196
2006-12-01,62.02,4.127456913672303,4.780000000000001,4.076468971931427,58.955714285714286,0.08020395898405219,3.0642857142857167,0.05098794174087562,4.139300026206251,-0.011843112533948208,7.260000000000005,-0.12548076923076917,-0.3669672800333151,5.272448049264086
2006-12-08,62.32,4.132282401562493,0.29999999999999716,4.0855543413772795,59.50428571428571,0.0048254878901898834,2.815714285714293,0.04672806018521314,4.138638430269266,-0.006356028706773209,3.8500000000000014,-0.12721153846153851,-0.10141782948386525,0.5286293679454009
2006-12-15,61.91,4.12568171753114,-0.4100000000000037,4.092722947535925,59.93714285714286,-0.006600684031352166,1.972857142857137,0.03295876999521585,4.13741691886913,-0.011735201337989665,2.1699999999999946,-0.08173076923076927,0.08269206062602633,-0.4109612913952607
2006-12-22,62.4,4.133565275375382,0.490000000000002,4.1018206882975905,60.48714285714285,0.007883557844241551,1.912857142857149,0.031744587077791486,4.137053800033978,-0.0034885246585956153,-0.04999999999999716,-0.038653846153846136,-0.3905964009124365,0.9192502470662847
2006-12-29,60.66,4.105284502260435,-1.740000000000002,4.103478806729881,60.58714285714286,-0.02828077311494681,0.07285714285713851,0.0018056955305540967,4.134058707050979,-0.028774204790543934,0.4299999999999926,-0.045000000000000095,0.004433818867783521,-1.6994338188677853
2007-01-05,57.76,4.05629649458457,-2.8999999999999986,4.103974322810653,60.61571428571428,-0.048988007675864864,-2.855714285714285,-0.047677828226082575,4.126727570600915,-0.07043107601634446,-1.7099999999999937,-0.061442307692307824,0.617749752933718,-3.456307445241409
2007-01-12,54.11,3.991019011654644,-3.6499999999999986,4.095940902377281,60.16857142857143,-0.0652774829299263,-6.058571428571433,-0.10492189072263702,4.113933464935434,-0.12291445328079043,-3.549999999999997,-0.050865384615384535,0.09887887381283912,-3.698013489197453
2007-01-19,51.51,3.9417759635774936,-2.6000000000000014,4.069415052363737,58.667142857142856,-0.04924304807715041,-7.157142857142858,-0.12763908878624308,4.097703086537926,-0.15592712296043265,-3.000000000000007,-0.01423076923076913,-0.4581460938665401,-2.127623136902692
2007-01-26,53.57,3.980989209892869,2.0600000000000023,4.047801739268076,57.417142857142856,0.03921324631537537,-3.847142857142856,-0.06681252937520687,4.0866997299182755,-0.10571052002540648,2.3900000000000077,0.021346153846153793,-0.20977222508826118,2.2484260712421094
2007-02-02,57.11,4.044979232676772,3.539999999999999,4.036272812860309,56.73142857142857,0.06399002278390276,0.37857142857142634,0.008706419816462585,4.082766474313258,-0.03778724163648661,2.1299999999999955,0.027211538461538412,-0.19839779069911967,3.7111862522375807
2007-02-09,58.99,4.077367938014984,1.8800000000000026,4.028244621808824,56.244285714285716,0.03238870533821192,2.7457142857142856,0.04912331620615973,4.0822575200927185,-0.004889582077734822,4.280000000000001,-0.02076923076923079,0.20480073871264484,1.6959684920565885
2007-02-16,58.41,4.067487108052218,-0.5800000000000054,4.022844994064792,55.92285714285714,-0.009880829962765958,2.4871428571428567,0.04464211398742535,4.080865019768228,-0.013377911716010438,-0.2600000000000051,-0.033173076923077,-0.10600242870816987,-0.4408244943687585
2007-02-23,59.57,4.087152091640596,1.1600000000000037,4.027252936501368,56.18142857142857,0.019664983588378426,3.3885714285714315,0.05989915513922828,4.081457741866864,0.005694349773731844,-3.6199999999999974,-0.016057692307692495,0.41870628169907,0.7573514106086262
2007-03-02,61.64,4.121311010451915,2.0700000000000003,4.045866079186692,57.25714285714285,0.03415891881131916,4.382857142857148,0.07544493126522323,4.0852149619961695,0.036096048455745766,1.7700000000000031,0.00951923076923069,1.0721961007035956,0.9882846685271738
2007-03-09,60.85,4.108411819433536,-0.7899999999999991,4.0696712014518415,58.59142857142857,-0.012899191018378886,2.258571428571429,0.038740617981694925,4.0874018767159574,0.021009942717578944,-0.37999999999999545,0.1091346153846153,0.5453267568121908,-1.4444613721968054
2007-03-16,57.94,4.059407992341204,-2.9100000000000037,4.080873884658747,59.215714285714284,-0.04900382709233231,-1.2757142857142867,-0.02146589231754259,4.084762715874087,-0.025354723532882595,-3.4000000000000057,0.225,0.04415311427825601,-3.1791531142782596
2007-03-23,58.26,4.064915751531289,0.3200000000000003,4.08372195878082,59.379999999999995,0.005507759190084727,-1.1199999999999974,-0.01880620724953097,4.082891616800363,-0.01797586526907402,2.0600000000000023,0.344519230769231,-0.4312767499751372,0.40675751920590647
2007-03-30,64.18,4.161691635681711,5.920000000000009,4.095768201304638,60.12142857142857,0.09677588415042226,4.05857142857144,0.06592343437707271,4.090320593836432,0.07137104184527931,8.820000000000007,0.3905769230769232,0.07936804640495236,5.450055030518133
2007-04-06,64.82,4.171614197713401,0.6399999999999864,4.110643499827665,61.037142857142854,0.009922562031690063,3.7828571428571394,0.06097069788573606,4.097984656928734,0.07362954078466721,4.289999999999985,0.39019230769230784,0.09173512785291632,0.1580725644547622
2007-04-13,62.58,4.136445738240736,-2.239999999999995,4.117685449341971,61.46714285714285,-0.03516845947266489,1.1128571428571448,0.018760288898765687,4.101610626743278,0.03483511149745855,0.36000000000000654,0.4201923076923077,0.18075379301128652,-2.840946100703589
2007-04-20,63.06,4.144086654116915,0.480000000000004,4.120939112722685,61.67,0.0076409158761787666,1.3900000000000006,0.023147541394229698,4.105615110960691,0.038471543156224364,-1.5799999999999983,0.5019230769230769,0.34470175681219306,-0.366624833735266
2007-04-27,65.26,4.178379291165174,2.200000000000003,4.130934465827204,62.300000000000004,0.034292637048259245,2.960000000000001,0.04744482533797001,4.11247505124321,0.0659042399219647,-1.3399999999999963,0.5737500000000001,0.45646929074884407,1.1697807092511587
2007-05-04,63.82,4.156066620850098,-1.4400000000000048,4.144742841328474,63.14,-0.022312670315076666,0.6799999999999997,0.011323779521623223,4.1165847046947315,0.039481916155366115,-3.3200000000000074,0.6275,0.0809658970836852,-2.14846589708369
2007-05-11,61.9,4.12552017969055,-1.9200000000000017,4.153400616779797,63.660000000000004,-0.0305464411595473,-1.7600000000000051,-0.027880437089247145,4.117427108535399,0.008093071155151677,-1.3399999999999963,0.6803846153846154,-0.13121736083486651,-2.4691672545497507
2007-05-18,63.61,4.152770690690713,1.7100000000000009,4.152126196066798,63.57857142857143,0.027250511000162625,0.03142857142857025,0.0006444946239145821,4.120759171952789,0.03201151873792352,0.5499999999999972,0.6908653846153846,-0.2511551436402961,1.2702897590249125
2007-05-25,64.89,4.1726935286330775,1.2800000000000011,4.15228038619818,63.58857142857143,0.019922837942364602,1.3014285714285734,0.020413142434897225,4.125655352799418,0.047038175833659324,-0.7899999999999991,0.7374038461538462,0.18696420025110588,0.355631953595049
2007-06-01,63.94,4.157945143631696,-0.9500000000000028,4.15535172982546,63.78285714285715,-0.01474838500138187,0.15714285714285126,0.002593413806235567,4.12869951596077,0.029245627670925423,-0.1600000000000037,0.6840384615384616,0.3953267568121924,-2.029365218350657
2007-06-08,65.9,4.188138441508461,1.960000000000008,4.161644842309967,64.18857142857144,0.030193297876765612,1.71142857142857,0.0264935991984947,4.134303200061497,0.053835241446964055,4.870000000000012,0.5465384615384614,0.35029847626920674,1.0631630621923398
2007-06-15,66.62,4.199004832765533,0.7199999999999989,4.164591348252876,64.38285714285715,0.010866391257072117,2.2371428571428567,0.034413484512657355,4.140403032908976,0.058601799856557335,0.3999999999999986,0.5351923076923077,0.03314632694793858,0.15166136535975255
2007-06-22,68.78,4.23091300500412,2.1599999999999966,4.175283688846307,65.09142857142857,0.03190817223858655,3.6885714285714357,0.055629316157812525,4.148935981425682,0.08197702357843806,-3.760000000000012,0.5579807692307693,0.16386182468549565,1.4381574060837314
2007-06-29,69.13,4.235988789957173,0.3499999999999943,4.191064918884396,66.12428571428572,0.005075784953053386,3.0057142857142765,0.04492387107277729,4.157143001229567,0.07884578872760617,-0.28999999999999204,0.6128846153846155,-0.06857595811993457,-0.1943086572646866
2007-07-06,71.78,4.273605885719461,2.6500000000000057,4.208327089602789,67.29142857142857,0.03761709576228789,4.488571428571433,0.06527879611667231,4.16812269522853,0.10548319049093102,4.890000000000001,0.7249038461538462,0.3849817341877581,1.5401144196584013
2007-07-13,72.79,4.287578583130166,1.0100000000000051,4.22473924024523,68.42,0.01397269741070506,4.3700000000000045,0.06283934288493587,4.179384558621998,0.10819402450816806,0.5300000000000011,0.779423076923077,0.41590933599771246,-0.18533241292078434
2007-07-20,74.92,4.316420877575887,2.1299999999999955,4.247378630808686,69.98857142857143,0.028842294445721173,4.931428571428569,0.06904224676720183,4.192303840635733,0.12411703694015408,-0.07000000000000739,0.7754807692307695,-0.18482167563771007,1.539340906406936
2007-07-27,75.15,4.319486116198983,0.23000000000000398,4.2661425843359035,71.30999999999999,0.003065238623095823,3.8400000000000176,0.05334353186307972,4.2042941195464145,0.11519199665256874,1.6700000000000088,0.7292307692307693,0.1513184342523993,-0.6505492034831647
2007-08-03,76.75,4.340553386467307,1.5999999999999943,4.2863638062933,72.75714285714285,0.021067270268323668,3.9928571428571473,0.05418958017400666,4.217140143941802,0.12341324252550478,3.519999999999996,0.6718269230769232,0.15231568699965098,0.7758573899234202
2007-08-10,71.92,4.275554390163365,-4.829999999999998,4.292741147030335,73.2057142857143,-0.06499899630394168,-1.2857142857142918,-0.017186756866969688,4.222647225030357,0.05290716513300797,-6.539999999999999,0.6165384615384616,-0.2007310162970513,-5.245807445241409
